Date,Open,High,Low,Close,Adj Close
2023-09-01,380.3999938964844,380.8299865722656,376.0799865722656,377.5899963378906,376.0947570800781
2023-09-05,376.7699890136719,379.30999755859375,375.8299865722656,378.07000732421875,376.5729064941406
2023-09-06,377.2799987792969,377.6300048828125,372.70001220703125,374.739990234375,373.25604248046875
2023-09-07,370.2099914550781,372.8500061035156,369.1499938964844,372.05999755859375,370.586669921875
2023-09-08,372.010009765625,374.8500061035156,371.6000061035156,372.5799865722656,371.1046142578125
2023-09-11,375.6600036621094,377.489990234375,373.6600036621094,376.9700012207031,375.47723388671875
2023-09-12,375.2699890136719,376.95001220703125,372.5,372.7900085449219,371.31378173828125
2023-09-13,373.0299987792969,375.8399963378906,371.8800048828125,374.2099914550781,372.7281494140625
2023-09-14,375.989990234375,378.2699890136719,373.8900146484375,377.2699890136719,375.7760314941406
2023-09-15,375.9100036621094,376.32000732421875,369.8599853515625,370.80999755859375,369.34161376953125
2023-09-18,369.32000732421875,371.7900085449219,369.0299987792969,370.6600036621094,369.7266540527344
2023-09-19,369.32000732421875,370.67999267578125,366.79998779296875,369.8699951171875,368.9386291503906
2023-09-20,370.95001220703125,371.30999755859375,364.4599914550781,364.5400085449219,363.6220703125
2023-09-21,360.79998779296875,361.6000061035156,357.69000244140625,357.8599853515625,356.9588623046875
2023-09-22,359.6300048828125,361.79998779296875,357.5899963378906,357.9100036621094,357.0087585449219
2023-09-25,356.92999267578125,359.70001220703125,355.92999267578125,359.6099853515625,358.7044677734375
2023-09-26,356.989990234375,357.5400085449219,353.2099914550781,354.2099914550781,353.31805419921875
2023-09-27,355.3800048828125,356.9800109863281,351.3599853515625,355.0400085449219,354.14599609375
2023-09-28,354.1099853515625,360.1700134277344,353.239990234375,358.010009765625,357.1085205078125
2023-09-29,361.5400085449219,362.95001220703125,357.0199890136719,358.2699890136719,357.36785888671875
2023-10-02,358.5400085449219,362.67999267578125,357.9200134277344,361.260009765625,360.3503112792969
2023-10-03,358.7799987792969,361.010009765625,353.2799987792969,354.9200134277344,354.02630615234375
2023-10-04,355.7699890136719,360.6099853515625,355.29998779296875,359.75,358.8441162109375
2023-10-05,359.739990234375,360.1499938964844,355.1400146484375,358.69000244140625,357.7867736816406
2023-10-06,355.6499938964844,365.9100036621094,354.8500061035156,364.70001220703125,363.78167724609375
2023-10-09,362.29998779296875,367.1099853515625,360.7799987792969,366.55999755859375,365.636962890625
2023-10-10,366.8999938964844,371.2799987792969,366.3900146484375,368.5899963378906,367.661865234375
2023-10-11,369.94000244140625,371.4100036621094,368.19000244140625,371.2200012207031,370.2852478027344
2023-10-12,371.7300109863281,373.739990234375,367.5,369.92999267578125,368.99847412109375
2023-10-13,370.57000732421875,371.1600036621094,363.8599853515625,365.2799987792969,364.3601989746094
2023-10-16,366.6199951171875,370.4800109863281,366.4700012207031,369.4100036621094,368.47979736328125
2023-10-17,365.80999755859375,369.9200134277344,363.6600036621094,368.20001220703125,367.2728576660156
2023-10-18,365.6700134277344,367.9100036621094,362.0199890136719,363.3699951171875,362.45501708984375
2023-10-19,364.80999755859375,366.0199890136719,359.1600036621094,359.9700012207031,359.0635681152344
2023-10-20,359.4599914550781,360.0400085449219,354.3699951171875,354.6000061035156,353.70709228515625
2023-10-23,353.260009765625,359.260009765625,351.1199951171875,355.6700134277344,354.7744140625
2023-10-24,357.510009765625,359.9100036621094,355.7900085449219,359.1300048828125,358.2257080078125
2023-10-25,356.70001220703125,356.8800048828125,349.75,350.3399963378906,349.45782470703125
2023-10-26,349.1199951171875,350.07000732421875,342.3500061035156,343.6600036621094,342.7946472167969
2023-10-27,346.42999267578125,348.8399963378906,344.0799865722656,345.30999755859375,344.4404602050781
2023-10-30,347.8299865722656,350.5400085449219,346.45001220703125,349.20001220703125,348.3206787109375
2023-10-31,349.2300109863281,351.25,346.6199951171875,350.8699951171875,349.9864807128906
2023-11-01,351.7200012207031,357.5299987792969,351.6199951171875,356.9599914550781,356.0611267089844
2023-11-02,361.5400085449219,363.67999267578125,360.29998779296875,363.44000244140625,362.52484130859375
2023-11-03,364.75,369.0199890136719,364.5199890136719,367.7099914550781,366.7840576171875
2023-11-06,368.489990234375,369.7799987792969,366.9100036621094,369.2099914550781,368.2802734375
2023-11-07,370.2699890136719,373.5799865722656,369.04998779296875,372.70001220703125,371.7615051269531
2023-11-08,373.0799865722656,373.7900085449219,370.6199951171875,372.94000244140625,372.0008850097656
2023-11-09,373.6400146484375,374.79998779296875,369.57000732421875,370.07000732421875,369.1381530761719
2023-11-10,371.82000732421875,378.5400085449219,371.2799987792969,378.3900146484375,377.43719482421875
2023-11-13,376.7900085449219,378.2799987792969,375.239990234375,377.2099914550781,376.2601623535156
2023-11-14,383.7099914550781,386.260009765625,383.17999267578125,385.3299865722656,384.35968017578125
2023-11-15,387.25,387.75,384.239990234375,385.6199951171875,384.6489562988281
2023-11-16,384.8399963378906,386.19000244140625,383.55999755859375,385.95001220703125,384.9781799316406
2023-11-17,385.2099914550781,387.07000732421875,384.2900085449219,386.0400085449219,385.06793212890625
2023-11-20,386.04998779296875,391.4100036621094,386.04998779296875,390.739990234375,389.7560729980469
2023-11-21,389.010009765625,389.2300109863281,386.70001220703125,388.4700012207031,387.4917907714844
2023-11-22,390.57000732421875,393.07000732421875,389.0400085449219,390.05999755859375,389.0777893066406
2023-11-24,389.6499938964844,390.25,388.5,389.510009765625,388.5291748046875
2023-11-27,389.010009765625,391.1499938964844,388.2799987792969,389.1700134277344,388.1900329589844
2023-11-28,388.4100036621094,390.7799987792969,388.04998779296875,390.19000244140625,389.2074890136719
2023-11-29,392.69000244140625,394.1400146484375,389.4599914550781,389.80999755859375,388.8283996582031
2023-11-30,390.0799865722656,390.54998779296875,385.82000732421875,388.8299865722656,387.85089111328125
2023-12-01,387.75,390.5400085449219,386.07000732421875,389.94000244140625,388.9580993652344
2023-12-04,386.0899963378906,386.6000061035156,382.6600036621094,386.32000732421875,385.3471984863281
2023-12-05,384.3900146484375,388.5,384.2099914550781,387.2900085449219,386.3147888183594
2023-12-06,390.2699890136719,390.3699951171875,384.70001220703125,385.04998779296875,384.08038330078125
2023-12-07,388.07000732421875,391.2699890136719,386.9599914550781,390.42999267578125,389.4468688964844
2023-12-08,388.6700134277344,392.6199951171875,388.4800109863281,392.1700134277344,391.1824951171875
2023-12-11,391.739990234375,395.7900085449219,391.5299987792969,395.5199890136719,394.5240478515625
2023-12-12,395.55999755859375,398.7900085449219,394.4100036621094,398.6700134277344,397.6661376953125
2023-12-13,399.6199951171875,404.3599853515625,398.8399963378906,403.739990234375,402.7233581542969
2023-12-14,404.9800109863281,406.29998779296875,400.3399963378906,403.3900146484375,402.3742370605469
2023-12-15,404.17999267578125,406.5400085449219,403.57000732421875,405.3399963378906,404.3193054199219
2023-12-18,404.92999267578125,407.989990234375,404.6000061035156,407.0799865722656,406.865966796875
2023-12-19,407.5400085449219,409.2799987792969,407.3500061035156,409.1600036621094,408.9449157714844
2023-12-20,408.3500061035156,410.4700012207031,402.8999938964844,403.0799865722656,402.8680725097656
2023-12-21,407.05999755859375,408.1400146484375,404.4700012207031,407.7699890136719,407.5556335449219
2023-12-22,409.0,409.9700012207031,406.4800109863281,408.3800048828125,408.1653137207031
2023-12-26,409.25,411.55999755859375,409.1499938964844,410.8800048828125,410.66400146484375
2023-12-27,410.95001220703125,411.7900085449219,410.0799865722656,411.5,411.5
2023-12-28,412.6700134277344,412.9200134277344,410.94000244140625,411.29998779296875,411.29998779296875
2023-12-29,411.2799987792969,411.6400146484375,407.5799865722656,409.5199890136719,409.5199890136719
